sample1,,sample1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
654.0444336,0.1753451675,654.0444336,0.174721539,
653.0237427,0.1753647774,653.0237427,0.1753599048,
652.0026855,0.1755261123,652.0026855,0.1758006364,
650.9813232,0.1750336736,650.9813232,0.1763393134,
649.9596558,0.1763506234,649.9596558,0.1762422025,
648.9377441,0.1769339889,648.9377441,0.1765399128,
648.0615234,0.1759660393,648.0615234,0.1776094288,
647.0390015,0.1776471883,647.0390015,0.1772908121,
646.0161133,0.177840516,646.0161133,0.1766064167,
644.992981,0.1770450771,644.992981,0.1779324561,
643.9695435,0.1776387691,643.9695435,0.178576991,
642.9458008,0.1776266843,642.9458008,0.1788536012,
642.0680542,0.1782194972,642.0680542,0.1786172539,
641.0437622,0.1794047058,641.0437622,0.1790100932,
640.019165,0.1785979569,640.019165,0.1794801056,
638.9942017,0.179427743,638.9942017,0.1796017885,
637.9689941,0.1789722592,637.9689941,0.1794014126,
636.9434814,0.1796224564,636.9434814,0.1794473976,
636.064209,0.1804009378,636.064209,0.1796799302,
635.038147,0.180278331,635.038147,0.1805789471,
634.0117798,0.180226475,634.0117798,0.1807442605,
632.9851074,0.1808671951,632.9851074,0.1810358912,
631.9581299,0.1807145476,631.9581299,0.1806492209,
630.9308472,0.1814368218,630.9308472,0.1806941479,
630.0501099,0.1818704605,630.0501099,0.1817244291,
629.0222778,0.1824973971,629.0222778,0.1816666424,
627.9941406,0.1821928918,627.9941406,0.1818876266,
626.9657593,0.1819711775,626.9657593,0.1819488555,
625.9370117,0.182374388,625.9370117,0.1832027435,
625.0550537,0.1837112159,625.0550537,0.1830887645,
624.0257568,0.1831856072,624.0257568,0.1828544438,
622.9962158,0.1833402365,622.9962158,0.1838324666,
621.9663696,0.1836453825,621.9663696,0.182929337,
620.9362183,0.1836585104,620.9362183,0.1841445714,
620.0529785,0.1846473366,620.0529785,0.1848355979,
619.0223389,0.1838061512,619.0223389,0.1837403774,
617.991333,0.1841673553,617.991333,0.1844564229,
616.960083,0.1840555817,616.960083,0.1848081946,
615.9285278,0.1852062792,615.9285278,0.1848454326,
615.0440674,0.1847013235,615.0440674,0.1854584962,
614.0119629,0.1850960106,614.0119629,0.1857239306,
612.9796143,0.1857269108,612.9796143,0.1859012693,
611.9468994,0.1855597198,611.9468994,0.1858841926,
611.0615234,0.1852771044,611.0615234,0.1864719689,
610.0283203,0.1858495623,610.0283203,0.1862675697,
608.994812,0.1863841265,608.994812,0.1865416765,
607.9609985,0.1860927045,607.9609985,0.1870469898,
606.9269409,0.1870722026,606.9269409,0.1867360324,
606.0403442,0.187219575,606.0403442,0.187038675,
605.0057373,0.1870947033,605.0057373,0.1874645203,
603.9708862,0.1867503971,603.9708862,0.187782079,
602.9356689,0.1874608546,602.9356689,0.1882187128,
602.0481567,0.1877290606,602.0481567,0.1878468245,
601.0124512,0.1885631531,601.0124512,0.1887241006,
599.9764404,0.1886983663,599.9764404,0.1889320165,
598.9401855,0.188789472,598.9401855,0.1888799965,
598.0516968,0.1886922866,598.0516968,0.1891000271,
597.0149536,0.1888889968,597.0149536,0.1891911775,
595.9778442,0.1890660971,595.9778442,0.1890116632,
594.9404907,0.1893522441,594.9404907,0.1896374971,
594.0510864,0.1900747567,594.0510864,0.189696148,
593.0131836,0.1901710927,593.0131836,0.1901291758,
591.9750366,0.1893238276,591.9750366,0.1902897805,
590.9365845,0.1903342009,590.9365845,0.1901793927,
590.0463257,0.1902509928,590.0463257,0.1901306957,
589.0073242,0.1906710118,589.0073242,0.1906360686,
587.9680786,0.1903796643,587.9680786,0.1907079518,
586.9285889,0.1907665879,586.9285889,0.1906831712,
586.0373535,0.191059038,586.0373535,0.1909908354,
584.9973145,0.1912688762,584.9973145,0.1906449795,
583.9570313,0.1910182387,583.9570313,0.1911403835,
583.0651245,0.1908855289,583.0651245,0.1918775141,
582.024292,0.1918862611,582.024292,0.1913011223,
580.9832153,0.1912808567,580.9832153,0.1915493459,
579.9418335,0.1913069636,579.9418335,0.1919763386,
579.0490112,0.1915348619,579.0490112,0.191492945,
578.0071411,0.1915583313,578.0071411,0.1915881783,
576.9650269,0.1918376237,576.9650269,0.1921097636,
576.0715332,0.192149803,576.0715332,0.1912004799,
575.0288696,0.191702351,575.0288696,0.1915263832,
573.9859619,0.1919444054,573.9859619,0.1917583942,
572.9428101,0.1918204278,572.9428101,0.1920675784,
572.0484009,0.1918463111,572.0484009,0.191950202,
571.0046997,0.1921920776,571.0046997,0.1914053708,
569.9607544,0.1924553216,569.9607544,0.1910516769,
569.0657349,0.1917745322,569.0657349,0.1917737275,
568.0212402,0.1914229542,568.0212402,0.1917988807,
566.9765015,0.1914823651,566.9765015,0.1914536804,
565.9315186,0.1917506158,565.9315186,0.1910524368,
565.0355835,0.1917538047,565.0355835,0.1913832873,
563.9901123,0.1914346516,563.9901123,0.1911011189,
562.9443359,0.191099748,562.9443359,0.1907265037,
562.0477905,0.1909407228,562.0477905,0.1908443868,
561.0015259,0.190928787,561.0015259,0.1910895854,
559.9550171,0.1904098839,559.9550171,0.1907635331,
559.0578003,0.1905897409,559.0578003,0.1905341744,
558.0108032,0.1904543042,558.0108032,0.190180108,
556.963501,0.1902921945,556.963501,0.1908229738,
556.0656738,0.1901750118,556.0656738,0.1904821992,
555.0178833,0.1899865121,555.0178833,0.1896672547,
553.9698486,0.1896385401,553.9698486,0.1903543472,
553.0713501,0.1903819442,553.0713501,0.1896705031,
552.0228882,0.1898472905,552.0228882,0.1894861758,
550.9741211,0.1895552129,550.9741211,0.1897206157,
549.9250488,0.18979159,549.9250488,0.1891287118,
549.0256958,0.1893790662,549.0256958,0.1894771308,
547.9761963,0.1889785379,547.9761963,0.1892730594,
546.9264526,0.1884213984,546.9264526,0.1894776523,
546.0264282,0.1899525523,546.0264282,0.1898241639,
544.9761963,0.1899275035,544.9761963,0.1901303381,
543.9257202,0.189964503,543.9257202,0.1899042875,
543.0250854,0.1900175065,543.0250854,0.1901396811,
541.9740601,0.1901522428,541.9740601,0.1900298148,
541.0730591,0.1904120445,541.0730591,0.19054313,
540.0216064,0.1909236461,540.0216064,0.1910521239,
538.9699097,0.1906251907,538.9699097,0.1906648576,
538.0682373,0.190670684,538.0682373,0.1907701939,
537.0160522,0.1926360279,537.0160522,0.1930379272,
535.963623,0.1929916292,535.963623,0.1930596977,
535.0613403,0.1934289336,535.0613403,0.1936510354,
534.0084229,0.1942873597,534.0084229,0.1940600276,
532.9553223,0.1948921084,532.9553223,0.1947419047,
532.0523682,0.1953300685,532.0523682,0.1956461966,
530.9987793,0.1964486837,530.9987793,0.1964479089,
529.9448853,0.1970999241,529.9448853,0.1970406771,
529.0413818,0.1989281774,529.0413818,0.1989409924,
527.9870605,0.19797571,527.9870605,0.1980941445,
526.9324951,0.1992897838,526.9324951,0.1994044781,
526.0283813,0.1997633725,526.0283813,0.2000607103,
524.9733276,0.1992296576,524.9733276,0.1990270317,
524.0687866,0.2007668316,524.0687866,0.2005815506,
523.0133057,0.2014857084,523.0133057,0.2017610371,
521.9575806,0.2022868991,521.9575806,0.2024841309,
521.0524292,0.2030518204,521.0524292,0.2029589415,
519.9962158,0.2032703906,519.9962158,0.2037988603,
518.9397583,0.2039472163,518.9397583,0.2035701424,
518.0340576,0.2039215118,518.0340576,0.2041783035,
516.9771729,0.2051932812,516.9771729,0.2052771598,
516.0710449,0.2058930844,516.0710449,0.2056499124,
515.0136719,0.2062057555,515.0136719,0.2060060501,
513.9561157,0.2065249085,513.9561157,0.2066696137,
513.0493774,0.2067465335,513.0493774,0.2064487934,
511.991333,0.2073112577,511.991333,0.2072657496,
510.9330444,0.2074465156,510.9330444,0.2079973966,
510.0257568,0.2085006982,510.0257568,0.2087642699,
508.9670105,0.2083736956,508.9670105,0.2086289972,
508.0593262,0.2082563192,508.0593262,0.2090209275,
507.0001526,0.2091022432,507.0001526,0.2091405392,
505.9407349,0.2088138908,505.9407349,0.2093671858,
505.0324707,0.2096605152,505.0324707,0.2098182291,
503.9725952,0.2097195089,503.9725952,0.2099490613,
503.0639343,0.2097221911,503.0639343,0.2093991339,
502.0036316,0.209770605,502.0036316,0.2100307196,
500.9430847,0.2103063911,500.9430847,0.2101052403,
500.0338745,0.2098758221,500.0338745,0.2105377316,
498.9729004,0.2100500613,498.9729004,0.210022226,
498.0632935,0.2104586214,498.0632935,0.2100676149,
497.0018616,0.2105573565,497.0018616,0.2104159743,
495.9402161,0.2094350159,495.9402161,0.2099637985,
495.0300598,0.2096503228,495.0300598,0.2098960876,
493.9679565,0.2100043446,493.9679565,0.2102278769,
493.0574036,0.2101920843,493.0574036,0.2100364268,
491.9949036,0.2097516358,491.9949036,0.2098687291,
490.9321594,0.2097112387,490.9321594,0.2097332627,
490.0210266,0.2099247128,490.0210266,0.2095709294,
488.9578552,0.2092785239,488.9578552,0.2095981091,
488.0463562,0.2090274692,488.0463562,0.2097545862,
486.9827576,0.2086449414,486.9827576,0.2089210004,
486.0709229,0.2104524523,486.0709229,0.2104568183,
485.0068665,0.210486412,485.0068665,0.2103772759,
483.942627,0.2103169411,483.942627,0.2104063034,
483.0302124,0.2084615082,483.0302124,0.2096271366,
481.9655151,0.2097947299,481.9655151,0.209882319,
481.0527649,0.2104448378,481.0527649,0.2105727494,
479.9876404,0.21076262,479.9876404,0.2107931226,
479.0745239,0.2106492966,479.0745239,0.2100795507,
478.0089722,0.2104430348,478.0089722,0.2106982023,
476.9432373,0.2125087529,476.9432373,0.2119277865,
476.029541,0.211579442,476.029541,0.2122843415,
474.9633789,0.2128868401,474.9633789,0.2125989646,
474.0493469,0.2134865671,474.0493469,0.2130173296,
472.9827576,0.2131507695,472.9827576,0.2134933025,
472.0683594,0.2144168019,472.0683594,0.2144340128,
471.0013428,0.2148465514,471.0013428,0.2149329931,
469.9341431,0.2155342847,469.9341431,0.2155106068,
469.0191956,0.2158368379,469.0191956,0.2154733688,
467.9515686,0.2156322747,467.9515686,0.2158919871,
467.0362549,0.2163400799,467.0362549,0.2162496001,
465.9682312,0.2156456709,465.9682312,0.2149727046,
465.0525818,0.2169074863,465.0525818,0.2172435671,
463.9841309,0.2170681655,463.9841309,0.2169822305,
463.0681458,0.217057541,463.0681458,0.2173316032,
461.9992981,0.217167899,461.9992981,0.2171472311,
460.9302063,0.2172619253,460.9302063,0.2174507082,
460.0136719,0.2173462957,460.0136719,0.2172605246,
458.9442139,0.2178361416,458.9442139,0.2180565596,
458.0273438,0.2178104222,458.0273438,0.2178792357,
456.9574585,0.2186422795,456.9574585,0.2181175053,
456.0402527,0.2179092467,456.0402527,0.2178777903,
454.9699707,0.2182359248,454.9699707,0.2183493674,
454.0523987,0.2179646641,454.0523987,0.2182592452,
452.98172,0.2179704756,452.98172,0.2178630382,
452.0638428,0.2178792357,452.0638428,0.2181340158,
450.9927673,0.2179214358,450.9927673,0.2177308351,
450.0745239,0.2180080265,450.0745239,0.2179961354,
449.0030518,0.2183589488,449.0030518,0.2179904431,
447.9313965,0.2179824114,447.9313965,0.217556417,
447.0126343,0.2174746692,447.0126343,0.2177755833,
445.9405518,0.2178108841,445.9405518,0.2176102847,
445.0214844,0.2175471485,445.0214844,0.2174493372,
443.9490051,0.2175544053,443.9490051,0.2174820453,
443.0296021,0.2170509696,443.0296021,0.2170888484,
441.9567261,0.216935128,441.9567261,0.2173695266,
441.0369873,0.2167609036,441.0369873,0.2170529217,
439.9637451,0.2165035158,439.9637451,0.2167263329,
439.0436707,0.216650784,439.0436707,0.2167920023,
437.9700317,0.2167304158,437.9700317,0.2165311724,
437.0496216,0.2163379937,437.0496216,0.2160821706,
435.9756165,0.216112271,435.9756165,0.2159700841,
435.0548706,0.2154002786,435.0548706,0.2149540633,
433.9804993,0.2149852663,433.9804993,0.2148786485,
433.0594177,0.2146426588,433.0594177,0.2145118564,
431.9846497,0.2142674178,431.9846497,0.215051949,
431.0632629,0.2142791152,431.0632629,0.2147591561,
429.9881287,0.2135341018,429.9881287,0.2132748961,
429.0664063,0.212812379,429.0664063,0.2128771245,
427.9908752,0.2125957906,427.9908752,0.2131655663,
427.0688477,0.2114942074,427.0688477,0.211870268,
425.9929504,0.2119332701,425.9929504,0.2112504989,
425.0705872,0.2115095556,425.0705872,0.2109749764,
423.9943237,0.2095804513,423.9943237,0.2109636515,
423.0716553,0.2101374865,423.0716553,0.2105789185,
421.9950256,0.2085068077,421.9950256,0.2083150297,
421.0720215,0.2090764344,421.0720215,0.2088807523,
419.9950256,0.207483694,419.9950256,0.2081718594,
419.0717163,0.206965059,419.0717163,0.2072424293,
417.9943237,0.2061374336,417.9943237,0.2063178122,
417.0707092,0.2058308721,417.0707092,0.2055957913,
415.992981,0.2048969269,415.992981,0.2054101527,
415.0690308,0.2040636986,415.0690308,0.2031510174,
413.9909363,0.2037884742,413.9909363,0.2036808133,
413.0666809,0.202210322,413.0666809,0.2027785927,
411.9882202,0.2016320527,411.9882202,0.2021105438,
411.0636597,0.2006506175,411.0636597,0.200821951,
409.9848328,0.1995962262,409.9848328,0.1984544843,
409.059967,0.1992208064,409.059967,0.1989543736,
407.9807739,0.1972325593,407.9807739,0.1975245774,
407.055603,0.1967642903,407.055603,0.1964410394,
405.9760742,0.1955081671,405.9760742,0.1953797191,
405.0505981,0.1941877753,405.0505981,0.193891108,
403.9707031,0.192666173,403.9707031,0.1929462105,
403.0449219,0.1913667619,403.0449219,0.1914906949,
401.9646606,0.1899265349,401.9646606,0.1889542639,
401.0385742,0.1889893711,401.0385742,0.1892039478,
399.9579773,0.1871409863,399.9579773,0.1870796531,
399.0315857,0.1864477098,399.0315857,0.1866558939,
397.9506531,0.1835424751,397.9506531,0.1850597113,
397.0239563,0.1836065948,397.0239563,0.1836725771,
395.9426575,0.1817698181,395.9426575,0.1821675748,
395.015686,0.1804355681,395.015686,0.1810462624,
393.934021,0.1792831123,393.934021,0.1794196814,
393.0067444,0.1781668365,393.0067444,0.178028658,
391.9247742,0.176173225,391.9247742,0.1762773544,
390.9971924,0.1760799438,390.9971924,0.1751429141,
390.0694885,0.1731501818,390.0694885,0.1740459055,
388.9869995,0.1732317656,388.9869995,0.1727835685,
388.0589905,0.1719542146,388.0589905,0.1731687039,
386.9761658,0.1703430116,386.9761658,0.170431301,
386.0478821,0.1695857644,386.0478821,0.1693000495,
384.9647217,0.1672544479,384.9647217,0.1676206887,
384.0361328,0.1670405567,384.0361328,0.1659383029,
382.9526367,0.165711537,382.9526367,0.1651754826,
382.0237732,0.1646564305,382.0237732,0.1646877229,
380.9399109,0.1629773825,380.9399109,0.1627513915,
380.0107727,0.1611826569,380.0107727,0.1610922366,
378.9265747,0.1600426733,378.9265747,0.1599224359,
377.9971619,0.1592561901,377.9971619,0.1594888717,
377.0675964,0.1577938646,377.0675964,0.1575868577,
375.9829407,0.1554281414,375.9829407,0.1559403539,
375.0530701,0.1544865519,375.0530701,0.1544705182,
373.9680786,0.1531629562,373.9680786,0.1530863941,
373.0379639,0.1520230323,373.0379639,0.1517068446,
371.9526367,0.1493898481,371.9526367,0.1500237435,
371.0222168,0.1478802562,371.0222168,0.1480975151,
369.9365845,0.1458900273,369.9365845,0.1462298781,
369.0058899,0.1446806788,369.0058899,0.1435976475,
368.0750732,0.1422846913,368.0750732,0.1429633349,
366.9889832,0.1408279836,366.9889832,0.1403369606,
366.0578918,0.1398912668,366.0578918,0.1392111182,
364.9714355,0.1378509998,364.9714355,0.1375802159,
364.0400696,0.1363582164,364.0400696,0.1363448799,
362.9533386,0.1356504261,362.9533386,0.1356651038,
362.021698,0.1335655004,362.021698,0.1341695487,
360.9346313,0.1328253001,360.9346313,0.1330774873,
360.0027161,0.1309126616,360.0027161,0.1294916272,
359.0706787,0.1313799918,359.0706787,0.1319756806,
357.9831543,0.131013602,357.9831543,0.1312580407,
357.0508423,0.1311698705,357.0508423,0.1308242828,
355.9629822,0.1309930086,355.9629822,0.1313150972,
355.030426,0.1319499314,355.030426,0.1310722977,
353.9422607,0.1322900951,353.9422607,0.1326753944,
353.0094299,0.1335121989,353.0094299,0.1333253086,
352.0764771,0.1349810064,352.0764771,0.1352171749,
350.987854,0.1369632781,350.987854,0.1371111721,
350.0546265,0.139514789,350.0546265,0.139867112,
348.9657288,0.1429795623,348.9657288,0.1432469338,
348.0322266,0.1472180933,348.0322266,0.1467057914,
346.9430237,0.1505784094,346.9430237,0.1506326497,
346.0092773,0.1556078196,346.0092773,0.1546645463,
345.0754089,0.1613866091,345.0754089,0.1612693965,
343.9857483,0.1676144451,343.9857483,0.1682214141,
343.0516052,0.1749833971,343.0516052,0.1751777828,
341.9616394,0.1842900068,341.9616394,0.1843182892,
341.0272827,0.1940020919,341.0272827,0.192125544,
339.9370117,0.2069013119,339.9370117,0.2069788575,
339.0023804,0.219056949,339.0023804,0.2190489322,
338.067627,0.2308605164,338.067627,0.2302698344,
336.9769287,0.2453406304,336.9769287,0.2452209145,
336.0419006,0.2598647475,336.0419006,0.2600325048,
334.9509277,0.2810713649,334.9509277,0.2799963653,
334.0156555,0.300780952,334.0156555,0.3003819883,
332.9243774,0.3209838271,332.9243774,0.3207122087,
331.9888611,0.3385858536,331.9888611,0.3381972909,
331.0532532,0.3584184051,331.0532532,0.356738776,
329.9615479,0.3887776732,329.9615479,0.3888635933,
329.0256653,0.4141896963,329.0256653,0.4112130702,
327.9336548,0.447031498,327.9336548,0.4429746866,
326.9975586,0.4651928544,326.9975586,0.46277982,
326.0613098,0.4881019294,326.0613098,0.4909784496,
324.9689026,0.5303387046,324.9689026,0.5248645544,
324.0324097,0.5565891266,324.0324097,0.5533371568,
322.9397278,0.5909334421,322.9397278,0.5909472704,
322.0029907,0.6183892488,322.0029907,0.6161224842,
321.0661621,0.6482521892,321.0661621,0.6433094144,
319.973053,0.6904799938,319.973053,0.6839165092,
319.0359802,0.7179057002,319.0359802,0.7153819203,
317.9425964,0.7576810122,317.9425964,0.7512900233,
317.0052795,0.7779944539,317.0052795,0.7766564488,
316.0678711,0.8115357757,316.0678711,0.8087328076,
314.9740601,0.8501835465,314.9740601,0.8506014347,
314.0364075,0.8815870881,314.0364075,0.880233705,
312.9423523,0.9195657372,312.9423523,0.9170786738,
312.0044556,0.9425195456,312.0044556,0.9448497295,
311.0664673,0.9671016932,311.0664673,0.9676758647,
309.9719849,1.001929402,309.9719849,1.003182292,
309.0337524,1.02749753,309.0337524,1.026679754,
307.9389954,1.056707382,307.9389954,1.058271408,
307.0005493,1.075335741,307.0005493,1.072698593,
306.0619812,1.094907761,306.0619812,1.096176028,
304.9668274,1.124059319,304.9668274,1.121415734,
304.0280457,1.143934488,304.0280457,1.144899726,
302.9326477,1.170446038,302.9326477,1.166003704,
301.9936218,1.183364511,301.9936218,1.180519223,
301.0544739,1.195446134,301.0544739,1.193969011,
299.9586792,1.221536398,299.9586792,1.218364477,
299.0193176,1.238036275,299.0193176,1.234707594,
297.9232788,1.257549167,297.9232788,1.254361391,
296.9837036,1.269721031,296.9837036,1.268332243,
296.0440063,1.284731269,296.0440063,1.284038067,
294.9476013,1.304793,294.9476013,1.305183411,
294.0076904,1.320657134,294.0076904,1.322930694,
293.0676575,1.340022445,293.0676575,1.338962078,
291.9708557,1.356908441,291.9708557,1.355012655,
291.0306396,1.371541142,291.0306396,1.372118235,
289.9335938,1.394412518,289.9335938,1.390595317,
288.9931335,1.414951444,288.9931335,1.41562283,
288.0525818,1.431840301,288.0525818,1.43221283,
286.9551697,1.456772089,286.9551697,1.456249356,
286.0144043,1.476892829,286.0144043,1.474293947,
285.0735474,1.499519825,285.0735474,1.49972105,
283.9757385,1.525963187,283.9757385,1.522451282,
283.034668,1.54522562,283.034668,1.545666456,
281.936615,1.566269636,281.936615,1.566541433,
280.9953308,1.588111639,280.9953308,1.58382833,
280.0539551,1.606747746,280.0539551,1.605936408,
278.9555664,1.635345101,278.9555664,1.631125927,
278.0139465,1.651607752,278.0139465,1.650564909,
